age,sex,race,marital_status,education,employment,income,books_read_count,read_print_raw,read_audio_raw,read_ebook_raw,last_book_source,read_news,read_magazines,read_print,read_audio,read_ebook,reader_segment,is_digital_adopter
69,Male,Refused,Married,High school graduate,Retired,Refused,0,,,,Did not read/None,Yes,No,0,0,0,Non-reader,0
58,Male,Refused,Don’t know,Not specified,Employed full-time,"Less than $10,000",0,,,,Did not read/None,No,No,0,0,0,Non-reader,0
72,Male,Other,Married,High school graduate,Retired,"$30,000 to under $40,000",0,,,,Did not read/None,Yes,No,0,0,0,Non-reader,0
72,Female,Other,Divorced,Not specified,Retired,"9$100,000 to under $150,000",0,,,,Did not read/None,No,No,0,0,0,Non-reader,0
67,Female,Other,Married,Not specified,Not employed for pay,"Less than $10,000",0,,,,Did not read/None,No,No,0,0,0,Non-reader,0
61,Male,Other,Married,"Some college, no 4-year degree",Not employed for pay,"Less than $10,000",0,,,,Did not read/None,No,No,0,0,0,Non-reader,0
59,Female,Other,Divorced,"Some college, no 4-year degree",Not employed for pay,"9$100,000 to under $150,000",0,,,,Did not read/None,No,No,0,0,0,Non-reader,0
39,Male,Other,Living with a partner,High school graduate,Employed full-time,"$30,000 to under $40,000",0,,,,Did not read/None,Yes,Yes,0,0,0,Non-reader,0
28,Male,Other,Single,High school graduate,Employed full-time,"$100,000 to under $150,000",0,,,,Did not read/None,No,No,0,0,0,Non-reader,0
24,Male,Other,Never been married,"Some college, no 4-year degree",Employed part-time,"$30,000 to under $40,000",0,,,,Did not read/None,Yes,No,0,0,0,Non-reader,0
22,Male,Other,Married,High school graduate,Employed full-time,"$10,000 to under $20,000",0,,,,Did not read/None,No,Yes,0,0,0,Non-reader,0
17,Male,Other,Never been married,High school incomplete,Not employed for pay,"$40,000 to under $50,000",0,,,,Did not read/None,No,Yes,0,0,0,Non-reader,0
67,Male,Native American/American Indian,Divorced,"Some college, no 4-year degree",Retired,"$20,000 to under $30,000",0,,,,Did not read/None,No,No,0,0,0,Non-reader,0
58,Male,Native American/American Indian,Divorced,High school graduate,Disabled,"$10,000 to under $20,000",0,,,,Did not read/None,Yes,Yes,0,0,0,Non-reader,0
56,Male,Native American/American Indian,Single,High school graduate,Not employed for pay,"Less than $10,000",0,,,,Did not read/None,Yes,No,0,0,0,Non-reader,0
54,Female,Native American/American Indian,Divorced,"Some college, no 4-year degree",Employed full-time,"$20,000 to under $30,000",0,,,,Did not read/None,Yes,Yes,0,0,0,Non-reader,0
54,Male,Native American/American Indian,Divorced,"Some college, no 4-year degree",Employed full-time,"$50,000 to under $75,000",0,,,,Did not read/None,No,No,0,0,0,Non-reader,0
26,Female,Native American/American Indian,Married,Don’t know,Not employed for pay,"$10,000 to under $20,000",0,,,,Did not read/None,Yes,Yes,0,0,0,Non-reader,0
19,Male,Native American/American Indian,Living with a partner,High school graduate,Not employed for pay,"$20,000 to under $30,000",0,,,,Did not read/None,No,No,0,0,0,Non-reader,0
70,Male,Mixed race,Married,High school incomplete,Retired,Refused,0,,,,Did not read/None,No,No,0,0,0,Non-reader,0
68,Female,Mixed race,Married,High school graduate,Retired,"9$100,000 to under $150,000",0,,,,Did not read/None,Yes,Yes,0,0,0,Non-reader,0
58,Female,Mixed race,Married,"Some college, no 4-year degree",Retired,"$20,000 to under $30,000",0,,,,Did not read/None,No,No,0,0,0,Non-reader,0
53,Female,Mixed race,Never been married,Not specified,Employed part-time,"Less than $10,000",0,,,,Did not read/None,No,No,0,0,0,Non-reader,0
46,Male,Mixed race,Divorced,College graduate,Retired,"$20,000 to under $30,000",0,,,,Did not read/None,Yes,No,0,0,0,Non-reader,0
35,Male,Mixed race,Separated,High school graduate,Employed full-time,"$20,000 to under $30,000",0,,,,Did not read/None,Yes,No,0,0,0,Non-reader,0
30,Female,Mixed race,Married,High school graduate,Employed full-time,"$30,000 to under $40,000",0,,,,Did not read/None,No,No,0,0,0,Non-reader,0
26,Female,Mixed race,Married,"Technical, trade or vocational school AFTER high school",Not employed for pay,"$30,000 to under $40,000",0,,,,Did not read/None,No,Yes,0,0,0,Non-reader,0
62,Female,Asian or Pacific Islander,Divorced,High school incomplete,Employed full-time,"$10,000 to under $20,000",0,,,,Did not read/None,No,No,0,0,0,Non-reader,0
54,Female,Asian or Pacific Islander,Married,Don’t know,Not employed for pay,Refused,0,,,,Did not read/None,No,No,0,0,0,Non-reader,0
32,Male,Asian or Pacific Islander,Married,Post-graduate training/professional school after college,Employed full-time,"Less than $10,000",0,,,,Did not read/None,No,No,0,0,0,Non-reader,0
32,Male,Asian or Pacific Islander,Married,Post-graduate training/professional school after college,Have own business/self-employed,"Less than $10,000",0,,,,Did not read/None,No,No,0,0,0,Non-reader,0
29,Female,Asian or Pacific Islander,Married,"Some college, no 4-year degree",Employed full-time,"$50,000 to under $75,000",0,,,,Did not read/None,Yes,Yes,0,0,0,Non-reader,0
27,Female,Asian or Pacific Islander,Married,High school graduate,Employed part-time,"$30,000 to under $40,000",0,,,,Did not read/None,No,No,0,0,0,Non-reader,0
23,Female,Asian or Pacific Islander,Married,High school graduate,Not employed for pay,"$20,000 to under $30,000",0,,,,Did not read/None,No,No,0,0,0,Non-reader,0
18,Male,Asian or Pacific Islander,Never been married,"Some college, no 4-year degree",Not employed for pay,Refused,0,,,,Did not read/None,No,No,0,0,0,Non-reader,0
85,Male,Black or African-American,Divorced,"Technical, trade or vocational school AFTER high school",Retired,"$20,000 to under $30,000",0,,,,Did not read/None,No,No,0,0,0,Non-reader,0
79,Female,Black or African-American,Married,"Technical, trade or vocational school AFTER high school",Retired,"$40,000 to under $50,000",0,,,,Did not read/None,Yes,Yes,0,0,0,Non-reader,0
75,Female,Black or African-American,Separated,Not specified,Retired,"Less than $10,000",0,,,,Did not read/None,No,No,0,0,0,Non-reader,0
73,Female,Black or African-American,Single,"Some college, no 4-year degree",Retired,Refused,0,,,,Did not read/None,Yes,No,0,0,0,Non-reader,0
70,Male,Black or African-American,Married,High school incomplete,Disabled,"$10,000 to under $20,000",0,,,,Did not read/None,No,No,0,0,0,Non-reader,0
69,Female,Black or African-American,Married,"Some college, no 4-year degree",Employed part-time,"$50,000 to under $75,000",0,,,,Did not read/None,Yes,No,0,0,0,Non-reader,0
69,Male,Black or African-American,Married,High school incomplete,Disabled,"$10,000 to under $20,000",0,,,,Did not read/None,Yes,No,0,0,0,Non-reader,0
69,Male,Black or African-American,Widowed,High school graduate,Retired,"Less than $10,000",0,,,,Did not read/None,No,No,0,0,0,Non-reader,0
67,Male,Black or African-American,Married,High school graduate,Disabled,"$10,000 to under $20,000",0,,,,Did not read/None,Yes,No,0,0,0,Non-reader,0
67,Female,Black or African-American,Married,High school graduate,Retired,"$30,000 to under $40,000",0,,,,Did not read/None,No,No,0,0,0,Non-reader,0
66,Female,Black or African-American,Never been married,High school graduate,Disabled,"Less than $10,000",0,,,,Did not read/None,Yes,No,0,0,0,Non-reader,0
66,Male,Black or African-American,Divorced,High school graduate,Retired,"$30,000 to under $40,000",0,,,,Did not read/None,Yes,No,0,0,0,Non-reader,0
66,Female,Black or African-American,Single,Not specified,Not employed for pay,"9$100,000 to under $150,000",0,,,,Did not read/None,No,No,0,0,0,Non-reader,0
65,Female,Black or African-American,Widowed,High school graduate,Retired,"$10,000 to under $20,000",0,,,,Did not read/None,No,No,0,0,0,Non-reader,0
64,Male,Black or African-American,Married,High school graduate,Disabled,"9$100,000 to under $150,000",0,,,,Did not read/None,Yes,No,0,0,0,Non-reader,0
63,Male,Black or African-American,Never been married,High school graduate,Not employed for pay,Refused,0,,,,Did not read/None,Yes,No,0,0,0,Non-reader,0
62,Female,Black or African-American,Separated,High school graduate,Not employed for pay,"9$100,000 to under $150,000",0,,,,Did not read/None,No,No,0,0,0,Non-reader,0
62,Male,Black or African-American,Widowed,High school incomplete,Not employed for pay,"$10,000 to under $20,000",0,,,,Did not read/None,Yes,No,0,0,0,Non-reader,0
60,Male,Black or African-American,Divorced,"Some college, no 4-year degree",Employed part-time,"9$100,000 to under $150,000",0,,,,Did not read/None,No,No,0,0,0,Non-reader,0
59,Female,Black or African-American,Divorced,College graduate,Employed full-time,"$100,000 to under $150,000",0,,,,Did not read/None,Yes,No,0,0,0,Non-reader,0
57,Female,Black or African-American,Married,High school graduate,Employed full-time,"$50,000 to under $75,000",0,,,,Did not read/None,Yes,No,0,0,0,Non-reader,0
56,Male,Black or African-American,Living with a partner,High school graduate,Retired,"Less than $10,000",0,,,,Did not read/None,Yes,Yes,0,0,0,Non-reader,0
56,Male,Black or African-American,Separated,Not specified,Employed full-time,"$10,000 to under $20,000",0,,,,Did not read/None,No,Yes,0,0,0,Non-reader,0
55,Male,Black or African-American,Divorced,High school graduate,Employed full-time,"9$100,000 to under $150,000",0,,,,Did not read/None,Yes,No,0,0,0,Non-reader,0
54,Female,Black or African-American,Married,"Some college, no 4-year degree",Employed full-time,"$10,000 to under $20,000",0,,,,Did not read/None,Yes,Yes,0,0,0,Non-reader,0
53,Male,Black or African-American,Married,Not specified,Employed full-time,"$10,000 to under $20,000",0,,,,Did not read/None,No,No,0,0,0,Non-reader,0
52,Male,Black or African-American,Married,High school graduate,Employed full-time,"Less than $10,000",0,,,,Did not read/None,Yes,Yes,0,0,0,Non-reader,0
51,Female,Black or African-American,Divorced,High school incomplete,Not employed for pay,"Less than $10,000",0,,,,Did not read/None,No,No,0,0,0,Non-reader,0
51,Female,Black or African-American,Married,Not specified,Employed part-time,"$30,000 to under $40,000",0,,,,Did not read/None,Yes,No,0,0,0,Non-reader,0
50,Female,Black or African-American,Single,College graduate,Employed part-time,"$30,000 to under $40,000",0,,,,Did not read/None,No,Yes,0,0,0,Non-reader,0
50,Female,Black or African-American,Never been married,Not specified,Disabled,"Less than $10,000",0,,,,Did not read/None,No,No,0,0,0,Non-reader,0
50,Male,Black or African-American,Divorced,High school incomplete,Not employed for pay,"9$100,000 to under $150,000",0,,,,Did not read/None,No,No,0,0,0,Non-reader,0
50,Male,Black or African-American,Married,Not specified,Not employed for pay,"$10,000 to under $20,000",0,,,,Did not read/None,Yes,No,0,0,0,Non-reader,0
49,Male,Black or African-American,Never been married,High school graduate,Not employed for pay,"Less than $10,000",0,,,,Did not read/None,Yes,Yes,0,0,0,Non-reader,0
48,Male,Black or African-American,Married,High school incomplete,Employed full-time,"$10,000 to under $20,000",0,,,,Did not read/None,No,No,0,0,0,Non-reader,0
47,Male,Black or African-American,Married,"Some college, no 4-year degree",Employed full-time,"$40,000 to under $50,000",0,,,,Did not read/None,Yes,No,0,0,0,Non-reader,0
46,Female,Black or African-American,Married,"Some college, no 4-year degree",Employed full-time,Refused,0,,,,Did not read/None,Yes,No,0,0,0,Non-reader,0
46,Male,Black or African-American,Married,"Some college, no 4-year degree",Have own business/self-employed,"$100,000 to under $150,000",0,,,,Did not read/None,Yes,No,0,0,0,Non-reader,0
45,Female,Black or African-American,Married,High school graduate,Employed full-time,"$10,000 to under $20,000",0,,,,Did not read/None,No,No,0,0,0,Non-reader,0
44,Male,Black or African-American,Living with a partner,High school graduate,Employed full-time,"$50,000 to under $75,000",0,,,,Did not read/None,Yes,No,0,0,0,Non-reader,0
42,Male,Black or African-American,Never been married,High school graduate,Not employed for pay,"$10,000 to under $20,000",0,,,,Did not read/None,No,No,0,0,0,Non-reader,0
42,Male,Black or African-American,Married,"Some college, no 4-year degree",Employed full-time,"$30,000 to under $40,000",0,,,,Did not read/None,Yes,No,0,0,0,Non-reader,0
41,Male,Black or African-American,Separated,High school graduate,Other,"$10,000 to under $20,000",0,,,,Did not read/None,No,No,0,0,0,Non-reader,0
40,Female,Black or African-American,Living with a partner,"Some college, no 4-year degree",Not employed for pay,"$20,000 to under $30,000",0,,,,Did not read/None,Yes,Yes,0,0,0,Non-reader,0
39,Male,Black or African-American,Separated,High school graduate,Not employed for pay,"9$100,000 to under $150,000",0,,,,Did not read/None,No,No,0,0,0,Non-reader,0
35,Female,Black or African-American,Married,"Some college, no 4-year degree",Employed full-time,"$75,000 to under $100,000",0,,,,Did not read/None,Yes,Yes,0,0,0,Non-reader,0
34,Male,Black or African-American,Separated,Not specified,Not employed for pay,"$20,000 to under $30,000",0,,,,Did not read/None,Yes,Yes,0,0,0,Non-reader,0
34,Male,Black or African-American,Living with a partner,Not specified,Employed full-time,"$10,000 to under $20,000",0,,,,Did not read/None,Yes,Yes,0,0,0,Non-reader,0
34,Female,Black or African-American,Living with a partner,College graduate,Employed full-time,"$40,000 to under $50,000",0,,,,Did not read/None,Yes,Yes,0,0,0,Non-reader,0
33,Female,Black or African-American,Separated,High school graduate,Employed part-time,"Less than $10,000",0,,,,Did not read/None,No,No,0,0,0,Non-reader,0
32,Female,Black or African-American,Married,"Some college, no 4-year degree",Employed full-time,"$30,000 to under $40,000",0,,,,Did not read/None,No,No,0,0,0,Non-reader,0
31,Female,Black or African-American,Married,"Some college, no 4-year degree",Employed full-time,"$40,000 to under $50,000",0,,,,Did not read/None,No,No,0,0,0,Non-reader,0
31,Male,Black or African-American,Never been married,High school graduate,Employed part-time,"9$100,000 to under $150,000",0,,,,Did not read/None,Yes,No,0,0,0,Non-reader,0
30,Male,Black or African-American,Married,"Some college, no 4-year degree",Employed full-time,"$40,000 to under $50,000",0,,,,Did not read/None,No,No,0,0,0,Non-reader,0
29,Female,Black or African-American,Separated,High school incomplete,Not employed for pay,"$10,000 to under $20,000",0,,,,Did not read/None,No,Yes,0,0,0,Non-reader,0
29,Female,Black or African-American,Divorced,"Some college, no 4-year degree",Employed part-time,"Less than $10,000",0,,,,Did not read/None,No,No,0,0,0,Non-reader,0
28,Male,Black or African-American,Married,High school graduate,Employed full-time,Refused,0,,,,Did not read/None,Yes,No,0,0,0,Non-reader,0
27,Male,Black or African-American,Never been married,High school graduate,Employed part-time,"9$100,000 to under $150,000",0,,,,Did not read/None,No,No,0,0,0,Non-reader,0
27,Male,Black or African-American,Never been married,High school graduate,Employed full-time,"Less than $10,000",0,,,,Did not read/None,Yes,No,0,0,0,Non-reader,0
27,Female,Black or African-American,Married,High school incomplete,Not employed for pay,"$10,000 to under $20,000",0,,,,Did not read/None,No,No,0,0,0,Non-reader,0
23,Female,Black or African-American,Never been married,High school graduate,Employed full-time,"9$100,000 to under $150,000",0,,,,Did not read/None,No,No,0,0,0,Non-reader,0
